DIRECTORIO;TIP_FOR;P1;P1S1;P2;P2S1;P5;CTL_1;P8R;P9;P10R;P11R;P12;P13;P15R;P16S1;P16S2;P16S3;P16S4;P16S5;P16S6;P16S7;P16S8;P16S9;P17;P17S1;P17S2;P17S3;P17S4;P17S5;P17S6;P17S7;P17S8;P17S9;P17S10;P18;P19;P20;P20S1;P20S2;P20S3;P20S4;P20S5;P20S1A1;P20S2A1;P20S3A1;P20S4A1;P20S5A1;P21R;P22;P23;P23S1R;P23S2R;P24;P25;P26;P26S1;P26S2;P26S3;P26S4;P26S5;P26S6;P26_1;P26_2S1;P26_2S2;P26_2S3;P26_2S4;P26_2S5;P26_2S6;P26_2S7;P26_2S8;P27;P28R;P29;P30;P30S1;P30S2;P30S3;P30S4;P30S5;P30S6;P30S7;P30S8;P30S9;P30S1A1;P30S2A1;P30S3A1;P30S4A1;P30S5A1;P30S6A1;P30S7A1;P30S8A1;P30S9A1;P30_1;P30_2;P31;P32;P32S1;P32S2;P32S3;P32S4;P32S5;P32S6;P32S7;P32S8;P33;P33S1;P33S2;P33S3;P33S4;P33S5;P33S6;P33_1;P33_2;P33_2S1;P33_2S2;P33_2S3;P33_2S4;P33_2S5;P34;P35;P36R;P37S1;P37S2;P37S3;P37S4;P37S5;P37S6;P37S7;COMPLETA
6502;2;13;13654;1; ;1;1;55;2;5;2;1;1;6;4;3;4;4;3;2;3;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;20;10;9;9; ;2;1;2;2;2;2;2; ;1; ; ; ; ; ; ;1;2;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6503;2;54;54874;1; ;1;1;45;1;3;3;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5; ;0;2;4;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;5;4; ;1;1;2;2;2;2;2;2;2;20;15; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6504;2;86;86001;1; ;1;1;34;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;2;0;1;9; ;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ;1;2;5; ;2;2;1;2;2;1;2;2;2; ; ;15; ; ;19; ; ; ;3;2;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6505;2;05;05400;1; ;1;1;25;1;3;1;1;1;6;2;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;6; ;0;3;4;1; ;1;2;2;2;2;2;1; ;1; ; ; ; ; ; ;1;4;2; ;1;1;1;2;2;2;2;2;2;18;18;15; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6506;2;20;20013;1; ;1;1;32;1;3;2;1;1;5;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;25;3;1;3; ;2;1;2;2;2;2;2; ;1; ; ; ; ; ; ;1;3;5; ;1;2;2;2;2;1;2;2;2;25; ; ; ; ;25; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2;2;1; ;2;1;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6507;2;17;17380;1; ;1;1;42;1;3;2;1;1;6;4;4;4;4;4;3;4;4;4;1; ; ; ; ; ; ; ;1; ; ;11; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;20;0;1;2; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5; ;1;1;2;2;2;2;2;2;2;15;15; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6508;2;54;54874;1; ;1;1;48;2;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5; ;6;0;4;5; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;8;5; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6510;2;05;05400;1; ;3;1;75;1;1;2;1;2;6;4;4;2;4;4;4;4;4;4;1; ; ; ; ; ; ; ; ; ;1;11; ; ;1;2;2;2;2;1; ; ; ; ;2;5; ;30;0;5;9; ;2;1;1;2;2;2;3; ;1;1; ; ; ; ; ;2;8;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2; ;2;2;2;1;2;1; ; ; ; ; ; ; ; ; ;1
6511;2;13;13654;1; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;57;1; ;1;1; ;1; ;1
6512;2;54;54874;1; ;1;1;25;1;3;3;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;6; ;0;5;5;1; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;5;5; ;1;1;2;2;2;2;2;2;2;18;18; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6513;2;19;19355;1; ;1;1;40;1;5;1;1;1;1;2;1;2;3;3;1;1;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;11; ;9;11;6;9; ;2;2;2;2;2;1;6; ;1; ; ; ; ; ; ;2;8;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;2; ;2;2;2;2;2;4; ; ; ; ; ; ; ; ; ;1
6514;2;47;47268;1; ;1;1;45;1;3;1;1;1;6;4;3;4;3;4;2;3;1;2;1; ;1; ; ; ; ; ;1; ; ;1;1; ;2;2;2;2;2; ; ; ; ; ;1;1; ;4;7;1;3; ;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ;1;2;4; ;1;2;2;2;1;2;2;2;2;30; ; ; ;38; ; ; ; ;5; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1;2;1; ;1;2;1;1;1;1; ; ; ; ; ; ; ; ; ;1
6515;2;05;05400;1; ;1;1;23;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;9;0;1;1; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;9; ;1;1;1;1;2;1;2;2;2;15;15;15;15; ;15; ; ; ;3;2;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;2;2; ;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
6516;2;17;17174;1; ;1;1;24;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;3;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ;16; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6518;2;54;54874;1; ;1;1;18;1;3;3;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;10; ;1;0;7;5; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;1; ;1;1;2;2;2;2;2;2;2;15;15; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6519;2;47;47268;1; ;1;1;18;1;2;2;1;1;6;4;3;4;4;4;2;2;4;4;1; ;1; ; ; ; ; ; ; ; ;11; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;5;1;1;5; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4; ;1;2;2;2;1;2;2;2;2;15; ; ; ;15; ; ; ; ;5; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1;2;2; ;1;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
6520;2;50;50001;1;03;1;1;65;1;3;2;1;1;6;4;4;4;4;4;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;20;0;4;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6521;1;50;50001;1;01;2;1;57;1;3;2;1;1;6;4;4;2;2;2;4;2;3;4;1; ; ; ; ; ; ; ; ; ; ;3;1; ;2;2;2;2;2; ; ; ; ; ;2;7; ;40;0;1;3; ;1;2;2;1;2;2;4; ;1;1; ; ; ;1;1;1;3;1; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6522;2;50;50001;1;02;1;1;35;1;3;2;1;1;6;4;4;4;3;4;4;4;4;4;1; ; ; ; ; ; ; ; ; ; ;11; ; ;2;2;2;1;2; ; ; ;1; ;1;7; ;20;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;4; ;1;2;1;1;2;1;2;2;2;15; ;15;15; ;15; ; ; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2;2;1; ;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
6523;2;50;50001;1;03;1;1;32;2;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;4;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;8; ;1;2;1;1;2;1;2;2;2;15; ;15;15; ;15; ; ; ;4;3;2; ; ; ; ; ; ; ; ; ; ;2;1;1;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6524;1;50;50001;1;02;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;36; ; ; ; ; ; ;1;1
6525;2;50;50001;1;03;1;1;33;2;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;18;0;1;6; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;6;4; ;1;1;1;1;2;1;2;2;2;15;20;15;25; ;15; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;1;2;2;2;1;2;2; ;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
6526;2;50;50001;1;03;1;1;37;1;3;2;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
6527;2;50;50001;1;02;1;1;35;1;4;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;20;0;1;1; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;7;5; ;1;2;1;2;2;1;2;2;2;15; ;15; ; ;18; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6528;1;50;50001;1;01;1;1;36;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ;1; ; ;11; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;12;0;1;1; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5; ;1;2;2;2;2;1;2;2;2;15; ; ; ; ;21; ; ; ;6;1;1;2; ; ; ; ; ; ; ;1; ;2;2;1;2;2;2;2; ;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
6529;2;50;50001;1;03;1;1;33;1;3;2;1;1;1;4;4;4;4;4;4;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;6;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;3; ;1;2;1;2;2;1;2;2;2;15; ;15; ; ;16; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6530;2;50;50001;1;03;1;1;37;1;3;1;1;1;6;3;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ; ; ;1;4; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;5;0;1;1; ;1;2;2;2;2;2;1; ;1; ; ; ; ;1;1;1;3;5; ;1;2;2;2;2;1;2;2;2;15; ; ; ; ;16; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6531;1;50;50001;1;01;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;22; ; ; ; ; ; ;1;1
6532;2;50;50001;1;03;1;1;75;1;3;2;1;1;6;3;4;3;3;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;4;0;4;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;5; ;1;2;1;2;2;2;2;2;2;15; ;15; ; ; ; ; ; ;3; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6533;2;50;50001;1;02;1;1;37;2;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5; ;20;0;4;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;4; ;1;1;1;2;2;1;2;2;2;20;20;20; ; ;20; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6534;2;50;50001;1;03;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;35; ; ; ; ;1; ; ;1
6535;2;50;50001;1;03;1;1;24;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;2;0;1;1; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;1; ;1;2;2;1;2;1;2;2;2;15; ; ;20; ;15; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6536;1;50;50001;1;01;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;58; ; ; ; ; ; ;1;1
6537;2;50;50001;1;03;1;1;43;1;3;2;1;1;6;4;3;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;18;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5; ;1;2;2;2;2;1;2;2;2;17; ; ; ; ;34; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1; ;1;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
6538;2;50;50001;1;02;1;1;26;1;3;2;1;1;6;4;4;4;4;3;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;5;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;5; ;1;1;1;2;2;1;2;2;2;15;15;15; ; ;15; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6539;2;50;50001;1;03;1;1;43;1;4;3;1;1;6;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5; ;0;5;5;9; ;2;2;2;1;2;1;6; ;1; ; ; ; ; ; ;1;6;5; ;1;2;1;1;2;1;2;2;2;15; ;15;43; ;15; ; ; ;6;3;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6540;2;50;50001;1;02;1;1;49;1;3;2;1;1;6;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;7; ;30;0;9;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5; ;1;2;1;1;1;1;2;2;2;15; ;15;40;20;20; ; ; ;6;2;1;2; ; ;1; ; ; ; ; ; ;2;2;1;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6541;2;50;50001;1;02;1;1;27;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;4;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;1; ;1;2;1;2;2;1;2;2;2;15; ;15; ; ;18; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6542;2;50;50001;1;03;1;1;41;2;4;2;1;1;6;4;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;10;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;6;1; ;1;2;2;2;2;1;2;2;2;31; ; ; ; ;15; ; ; ;1;4;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6543;1;50;50001;1;02;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;24; ; ; ; ; ; ;1;1
6544;1;50;50001;1;02;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;27; ; ; ;1; ; ; ;1
6545;2;50;50001;1;05;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;32; ; ; ; ;1; ; ;1
6546;1;50;50001;1;02;2;1;40;1;3;1;1;1;6;3;2;3;2;1;2;4;3;4;1; ;1; ; ; ; ; ; ; ; ;3;1; ;2;2;2;2;2; ; ; ; ; ;1;11; ;35;0;4;9; ;2;2;2;1;2;2;4; ;1;1;1; ; ;1;1;2;8;9; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6547;2;50;50001;1;03;1;1;33;1;3;2;1;1;6;4;4;2;4;2;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;2; ;20;0;2;3; ;1;2;2;2;2;2;1;1;1; ; ; ; ; ;1;1;3;4; ;1;2;1;2;2;1;2;2;2;15; ;15; ; ;18; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6548;2;50;50001;1;03;1;1;17;1;4;3;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5; ;0;3;4;9; ;2;1;2;2;2;2;2;1;1; ; ; ; ; ;1;1;3;4; ;1;2;2;2;2;2;2;2;2;15; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2;2; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1
6549;1;50;50001;1;01;2;1;75;1;3;1;1;1;6;2;2;2;3;3;2;3;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5; ;55;0;4;9; ;2;2;1;1;2;2;4;1;1;1; ; ; ;1;1;2;8;9; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6550;2;50;50001;1;08;1;1;27;1;3;2;1;1;6;4;4;4;4;2;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;8;0;1;9; ;2;2;2;2;1;2;5; ;1;1;1; ;1; ; ;1;2;5; ;1;2;2;2;2;1;2;2;2;15; ; ; ; ;15; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6551;1;50;50001;1;02;2;1;70;2;5;2;1;1;6;4;4;2;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;25;0;7;5; ;2;2;2;1;2;2;4; ;1;1; ; ; ; ;1;2;8;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
6552;2;18;18001;1;01;1;1;18;1;2;1;1;1;6;4;4;4;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;4;0;1;3; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;5; ;2;2;1;2;2;1;2;2;2; ; ;15; ; ;15; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1; ;1;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
6553;2;50;50001;1;01;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;50; ; ;1; ; ; ; ;1
